red	green	blue
49	39	38	255
65	46	34	255
106	85	68	255
116	95	74	255
76	46	30	255
89	64	45	255
63	39	30	255
116	96	87	255
62	42	32	255
127	95	70	255
34	21	13	255
100	73	57	255
90	63	51	255
57	42	26	255
62	45	40	255
85	63	45	255
105	84	64	255
59	38	30	255
115	87	67	255
98	73	62	255
92	65	54	255
112	77	45	255
87	66	48	255
81	52	39	255
123	94	71	255
95	76	59	255
110	94	80	255
58	44	40	255
123	97	78	255
99	80	67	255
40	24	11	255
106	76	55	255
70	48	33	255
109	76	51	255
99	66	45	255
84	65	49	255
81	65	54	255
67	44	26	255
95	65	45	255
102	75	56	255
133	96	70	255
74	57	44	255
102	78	63	255
78	61	52	255
116	92	77	255
109	81	54	255
34	20	10	255
85	57	40	255
109	82	67	255
95	85	75	255
63	46	39	255
114	92	82	255
75	64	49	255
116	95	85	255
113	95	74	255
97	78	58	255
32	25	20	255
61	43	37	255
99	74	62	255
130	95	76	255
74	46	30	255
85	62	43	255
57	42	37	255
95	73	62	255
88	62	39	255
105	84	75	255
74	49	38	255
125	95	71	255
88	63	52	255
114	88	67	255
57	45	45	255
44	35	28	255
107	94	80	255
122	95	71	255
97	67	44	255
48	38	24	255
76	59	43	255
96	73	63	255
83	63	46	255
124	94	82	255
100	84	70	255
113	87	68	255
90	76	64	255
97	70	52	255
107	80	58	255
134	97	70	255
83	66	54	255
111	87	73	255
118	97	84	255
35	32	28	255
65	48	33	255
94	66	50	255
67	44	37	255
105	75	62	255
104	76	56	255
132	97	75	255
76	48	29	255
86	75	65	255
55	40	28	255
44	26	15	255
108	91	83	255
54	37	28	255
117	96	80	255
48	30	18	255
76	51	37	255
14	5	1	255
80	57	45	255
100	78	64	255
90	68	58	255
128	99	83	255
102	86	68	255
84	55	34	255
104	89	71	255
86	63	38	255
98	75	62	255
75	50	38	255
115	89	67	255
59	43	37	255
108	81	57	255
33	18	13	255
105	89	72	255
122	97	76	255
48	38	35	255
95	74	68	255
83	70	56	255
90	59	45	255
28	18	8	255
66	49	33	255
94	70	52	255
70	56	48	255
108	87	73	255
123	88	64	255
133	98	70	255
95	67	45	255
64	49	38	255
74	59	44	255
102	80	63	255
84	70	57	255
65	48	44	255
33	25	17	255
114	78	52	255
50	45	40	255
85	59	40	255
116	97	84	255
62	43	29	255
108	73	51	255
100	74	54	255
90	64	48	255
131	98	75	255
128	95	73	255
102	83	71	255
63	48	39	255
109	87	74	255
45	30	18	255
73	51	37	255
130	97	76	255
61	48	44	255
81	61	48	255
29	26	25	255
105	86	75	255
74	51	38	255
84	61	44	255
88	65	52	255
68	54	39	255
111	84	70	255
88	68	59	255
70	50	43	255
116	89	78	255
63	39	26	255
124	96	82	255
119	97	76	255
40	29	29	255
113	89	68	255
38	28	24	255
113	92	75	255
83	68	54	255
111	89	73	255
133	97	68	255
63	44	29	255
67	46	37	255
103	81	58	255
106	74	50	255
132	99	75	255
103	76	54	255
108	92	70	255
131	97	73	255
99	80	63	255
114	81	54	255
109	91	76	255
114	84	61	255
88	59	46	255
44	28	15	255
75	49	29	255
98	78	61	255
110	90	85	255
97	80	68	255
43	26	13	255
107	91	81	255
81	57	38	255
129	99	76	255
113	80	55	255
75	52	37	255
62	49	39	255
90	70	58	255
100	80	64	255
84	57	34	255
42	25	14	255
88	64	49	255
121	91	73	255
110	78	58	255
115	94	74	255
107	95	77	255
125	97	81	255
109	74	51	255
77	59	46	255
71	51	38	255
92	61	40	255
54	33	22	255
46	34	25	255
97	72	62	255
107	82	68	255
91	59	38	255
35	33	25	255
37	29	29	255
90	61	45	255
80	51	39	255
67	45	34	255
100	72	58	255
105	76	59	255
66	54	40	255
94	75	59	255
114	80	51	255
96	70	45	255
49	33	17	255
63	50	38	255
86	62	40	255
116	99	84	255
108	75	51	255
114	83	59	255
58	42	34	255
45	32	17	255
127	99	80	255
117	83	55	255
51	40	26	255
45	35	25	255
73	56	44	255
98	84	71	255
75	52	48	255
56	35	21	255
102	74	56	255
96	78	62	255
124	99	81	255
70	52	42	255
123	84	58	255
117	88	64	255
63	42	32	255
106	80	65	255
88	70	59	255
122	99	86	255
113	91	67	255
116	91	78	255
122	82	56	255
96	64	40	255
68	52	48	255
52	37	29	255
77	65	56	255
38	30	24	255
75	63	50	255
115	81	51	255
133	99	67	255
66	51	43	255
103	80	66	255
72	45	29	255
56	43	38	255
64	51	48	255
58	38	24	255
102	82	73	255
105	81	56	255
81	55	42	255
85	61	50	255
49	33	28	255
95	72	63	255
116	81	52	255
67	51	44	255
89	75	64	255
114	86	61	255
73	52	34	255
109	96	83	255
83	62	40	255
103	82	74	255
105	85	77	255
39	25	18	255
81	62	45	255
75	54	37	255
67	55	40	255
113	85	62	255
82	67	55	255
134	96	71	255
46	32	29	255
84	63	54	255
115	96	74	255
122	86	58	255
30	25	24	255
40	35	30	255
57	39	24	255
77	61	46	255
89	66	51	255
71	56	45	255
99	77	64	255
91	78	67	255
124	88	61	255
54	35	22	255
97	74	62	255
107	84	68	255
112	72	46	255
91	64	45	255
84	68	57	255
113	77	56	255
105	78	59	255
80	56	46	255
94	77	59	255
89	71	54	255
108	94	80	255
105	81	67	255
92	71	50	255
78	58	49	255
103	86	76	255
39	24	15	255
44	32	20	255
61	37	26	255
117	86	67	255
44	33	33	255
84	59	44	255
122	96	83	255
73	58	44	255
75	54	48	255
84	62	52	255
96	80	62	255
76	62	50	255
70	54	42	255
108	85	67	255
37	35	30	255
107	83	65	255
65	46	38	255
118	88	65	255
106	85	72	255
70	57	50	255
108	88	75	255
90	62	42	255
118	83	61	255
52	39	29	255
57	43	30	255
121	83	57	255
104	70	45	255
50	33	20	255
101	70	50	255
119	88	66	255
87	66	52	255
102	84	73	255
71	43	22	255
125	98	84	255
117	82	57	255
48	33	25	255
86	64	50	255
72	48	42	255
119	91	74	255
85	66	57	255
49	38	35	255
122	92	73	255
117	85	65	255
73	54	34	255
127	91	59	255
70	48	37	255
116	87	72	255
98	85	68	255
87	71	55	255
45	37	35	255
134	98	70	255
94	68	56	255
65	45	35	255
87	58	46	255
122	88	58	255
112	89	80	255
106	89	74	255
96	66	50	255
49	29	22	255
39	35	28	255
62	48	32	255
82	58	40	255
110	86	78	255
89	68	51	255
71	58	45	255
66	52	40	255
109	89	70	255
63	46	43	255
121	87	59	255
119	84	56	255
98	76	55	255
126	97	74	255
120	89	66	255
74	62	51	255
38	34	29	255
107	89	75	255
91	66	45	255
104	86	73	255
119	87	64	255
49	34	25	255
105	83	66	255
118	89	71	255
117	81	55	255
63	51	46	255
59	45	44	255
85	70	59	255
88	62	43	255
77	55	39	255
103	88	75	255
114	88	71	255
39	26	15	255
44	35	32	255
77	57	40	255
61	39	26	255
99	70	51	255
127	91	70	255
115	88	77	255
98	68	49	255
64	43	32	255
84	64	51	255
66	46	35	255
94	67	54	255
111	87	77	255
75	59	55	255
113	90	80	255
110	89	67	255
115	98	84	255
133	95	72	255
84	67	59	255
109	88	67	255
124	89	58	255
106	88	72	255
82	57	38	255
107	85	65	255
120	88	63	255
65	51	45	255
54	37	32	255
92	68	57	255
82	58	51	255
43	24	17	255
32	24	22	255
73	48	39	255
67	56	43	255
110	97	83	255
104	89	75	255
50	35	20	255
88	66	45	255
29	20	20	255
101	75	57	255
75	50	42	255
103	87	73	255
115	89	71	255
117	84	57	255
71	48	29	255
68	48	34	255
86	66	50	255
124	97	75	255
132	96	72	255
44	34	30	255
71	49	42	255
117	87	65	255
122	97	80	255
46	37	28	255
113	86	70	255
114	83	61	255
111	74	49	255
80	56	42	255
108	86	64	255
94	70	56	255
33	25	21	255
66	45	46	255
61	46	40	255
65	48	48	255
112	91	80	255
106	91	74	255
109	88	78	255
96	68	50	255
78	50	34	255
65	50	43	255
106	94	81	255
95	70	57	255
52	40	26	255
92	67	55	255
102	83	75	255
89	73	58	255
109	87	78	255
119	89	63	255
46	28	15	255
120	94	73	255
104	88	73	255
72	49	39	255
49	39	32	255
102	71	48	255
102	88	78	255
100	70	43	255
74	51	42	255
71	48	40	255
68	54	43	255
101	98	97	255
52	48	43	255
98	70	48	255
80	52	32	255
100	73	51	255
66	48	34	255
99	75	58	255
81	66	55	255
89	65	52	255
119	97	80	255
113	89	72	255
126	91	68	255
52	34	21	255
82	54	35	255
84	66	51	255
59	38	24	255
130	96	73	255
87	59	43	255
119	83	58	255
101	86	70	255
125	90	68	255
133	97	72	255
63	44	33	255
106	74	54	255
77	51	33	255
110	95	87	255
109	91	80	255
32	26	21	255
78	56	43	255
68	46	37	255
34	29	24	255
98	78	65	255
106	77	62	255
62	50	43	255
120	91	76	255
45	29	20	255
91	68	55	255
119	89	74	255
43	34	29	255
80	67	55	255
118	98	80	255
85	71	56	255
133	96	64	255
68	50	33	255
42	25	18	255
88	71	52	255
78	61	46	255
115	94	78	255
127	92	67	255
57	37	28	255
34	18	10	255
72	55	49	255
77	59	50	255
114	92	76	255
110	86	74	255
92	61	38	255
59	42	26	255
128	92	68	255
81	56	35	255
80	58	42	255
67	52	37	255
95	73	56	255
110	91	77	255
94	75	63	255
25	20	17	255
78	52	33	255
96	70	49	255
124	91	68	255
116	83	58	255
106	73	52	255
103	83	67	255
125	96	78	255
109	73	48	255
115	86	72	255
76	52	38	255
114	83	63	255
124	94	76	255
108	75	55	255
115	88	73	255
92	72	62	255
107	90	83	255
46	33	22	255
73	56	48	255
101	77	67	255
57	33	18	255
72	51	39	255
110	82	64	255
72	54	46	255
87	72	57	255
104	77	63	255
119	95	84	255
124	99	85	255
29	15	7	255
103	75	61	255
87	56	40	255
110	85	72	255
117	96	74	255
117	89	75	255
33	22	22	255
96	64	44	255
83	71	57	255
111	75	46	255
80	54	32	255
118	85	57	255
128	96	70	255
80	57	39	255
54	32	24	255
66	50	34	255
127	98	77	255
119	99	80	255
52	37	33	255
98	75	56	255
51	32	24	255
124	95	70	255
83	58	48	255
65	49	45	255
94	74	61	255
112	92	77	255
67	52	48	255
103	80	70	255
72	45	33	255
48	35	21	255
76	56	40	255
100	83	67	255
97	66	42	255
107	77	55	255
73	52	38	255
111	83	63	255
106	96	92	255
121	94	76	255
98	83	72	255
92	75	64	255
91	73	62	255
73	55	46	255
119	94	81	255
38	24	17	255
55	37	25	255
112	83	64	255
104	76	61	255
68	55	40	255
102	81	70	255
115	96	78	255
122	86	62	255
105	73	54	255
130	94	62	255
127	94	67	255
57	39	28	255
39	30	25	255
127	97	74	255
100	75	61	255
83	54	38	255
91	64	49	255
111	98	86	255
95	75	56	255
123	96	75	255
108	78	54	255
64	57	49	255
94	77	63	255
110	96	84	255
84	54	39	255
109	92	77	255
106	75	52	255
65	54	42	255
106	78	59	255
105	81	71	255
92	71	54	255
120	92	73	255
137	96	67	255
88	64	44	255
114	85	63	255
137	99	74	255
44	32	24	255
38	28	18	255
81	66	51	255
92	74	62	255
91	77	64	255
120	95	81	255
46	35	22	255
43	38	34	255
73	58	48	255
95	66	43	255
85	56	37	255
123	87	62	255
105	77	56	255
133	98	75	255
72	56	46	255
130	98	64	255
110	87	71	255
71	52	39	255
61	49	32	255
99	73	58	255
114	98	78	255
103	77	61	255
85	59	45	255
130	94	73	255
33	24	22	255
109	86	72	255
117	94	82	255
54	34	24	255
81	58	45	255
111	80	54	255
111	97	84	255
50	33	24	255
125	97	75	255
42	26	21	255
109	74	45	255
78	54	43	255
64	40	30	255
76	58	40	255
89	61	38	255
114	89	65	255
103	68	48	255
90	75	61	255
44	39	33	255
32	18	11	255
71	46	34	255
107	82	62	255
73	54	38	255
121	96	76	255
134	99	74	255
73	57	45	255
98	85	72	255
90	61	39	255
118	82	58	255
110	83	61	255
128	92	64	255
101	78	65	255
111	88	71	255
121	82	54	255
55	39	25	255
115	95	86	255
125	88	62	255
55	42	32	255
54	38	25	255
107	87	71	255
122	88	62	255
117	98	84	255
70	44	26	255
34	25	17	255
75	49	34	255
100	77	61	255
128	98	80	255
66	52	44	255
97	63	43	255
122	91	70	255
83	56	38	255
121	87	63	255
45	28	20	255
83	59	45	255
98	77	66	255
80	59	50	255
102	87	66	255
121	90	70	255
119	87	68	255
49	34	29	255
117	81	59	255
109	94	77	255
78	59	40	255
106	80	59	255
132	99	81	255
35	30	22	255
104	74	50	255
100	68	48	255
62	40	30	255
77	58	51	255
56	40	24	255
80	50	37	255
87	61	39	255
115	82	58	255
74	61	48	255
102	82	67	255
88	75	62	255
42	39	34	255
57	40	25	255
95	71	50	255
85	61	44	255
110	89	71	255
105	82	63	255
71	57	46	255
129	98	62	255
68	57	51	255
106	71	46	255
106	88	76	255
88	61	40	255
83	55	35	255
116	82	59	255
45	32	22	255
99	78	66	255
130	99	80	255
98	81	68	255
82	65	54	255
84	77	70	255
91	70	51	255
113	95	87	255
94	63	43	255
81	63	52	255
105	87	72	255
95	77	66	255
118	96	84	255
74	52	35	255
64	42	29	255
102	73	54	255
84	63	48	255
112	84	67	255
67	42	25	255
95	63	44	255
92	80	63	255
110	81	65	255
109	77	58	255
89	66	45	255
114	94	72	255
78	59	51	255
30	20	20	255
114	87	73	255
121	98	75	255
116	90	76	255
85	55	39	255
32	20	11	255
114	90	81	255
46	37	32	255
74	58	51	255
85	57	34	255
75	62	48	255
101	83	72	255
46	40	40	255
74	61	59	255
42	22	15	255
67	50	42	255
54	40	25	255
95	71	61	255
82	61	44	255
76	54	34	255
107	92	78	255
39	22	15	255
81	59	42	255
109	88	82	255
75	51	34	255
78	50	38	255
113	82	59	255
52	40	30	255
80	61	49	255
88	61	51	255
118	92	74	255
100	82	68	255
82	64	52	255
97	65	43	255
83	61	45	255
83	78	75	255
111	82	64	255
111	99	94	255
80	64	57	255
90	74	63	255
118	95	82	255
121	92	70	255
131	95	68	255
33	21	10	255
61	42	29	255
125	99	86	255
30	24	22	255
65	46	32	255
65	39	33	255
92	63	44	255
97	73	59	255
34	21	11	255
62	42	30	255
100	73	55	255
90	63	49	255
59	39	28	255
102	81	59	255
128	94	74	255
89	65	56	255
97	76	67	255
126	91	72	255
52	34	25	255
80	55	44	255
98	90	90	255
87	66	46	255
74	63	48	255
102	84	67	255
115	87	65	255
117	82	51	255
101	86	74	255
100	78	58	255
58	44	38	255
55	44	43	255
112	90	82	255
122	92	67	255
37	22	20	255
56	37	25	255
81	65	52	255
91	75	58	255
119	96	77	255
70	51	39	255
102	75	54	255
112	86	67	255
125	89	65	255
117	90	68	255
63	43	29	255
78	61	50	255
42	33	28	255
116	92	75	255
108	85	72	255
114	76	50	255
90	59	39	255
127	92	71	255
109	82	65	255
88	74	64	255
116	95	83	255
131	96	74	255
115	83	55	255
32	25	18	255
61	43	35	255
89	64	54	255
109	85	73	255
46	39	32	255
59	42	30	255
87	63	49	255
46	42	39	255
43	25	14	255
81	56	39	255
58	40	28	255
91	67	52	255
59	45	38	255
110	91	81	255
105	84	73	255
112	94	84	255
116	83	56	255
112	77	54	255
42	24	15	255
114	88	65	255
70	45	34	255
88	63	50	255
67	55	49	255
44	35	26	255
95	76	68	255
82	66	51	255
77	50	35	255
107	94	78	255
89	76	62	255
109	90	82	255
120	97	76	255
104	74	46	255
99	70	45	255
78	55	45	255
81	61	42	255
77	51	48	255
118	94	74	255
100	84	68	255
113	87	66	255
81	58	37	255
118	97	82	255
84	65	58	255
78	65	52	255
67	44	35	255
72	54	50	255
30	26	22	255
114	96	82	255
78	51	30	255
106	72	49	255
98	73	52	255
75	61	50	255
92	65	44	255
54	37	26	255
97	75	59	255
92	68	51	255
89	68	56	255
107	86	72	255
117	96	78	255
129	94	67	255
90	65	49	255
128	96	74	255
105	80	63	255
97	78	67	255
110	97	77	255
112	76	51	255
40	25	14	255
94	74	65	255
67	52	52	255
54	42	35	255
104	85	78	255
77	54	37	255
113	83	56	255
33	18	11	255
40	28	22	255
100	83	65	255
86	67	57	255
96	77	63	255
54	45	43	255
107	77	59	255
122	95	80	255
76	59	52	255
58	49	46	255
75	55	45	255
83	63	55	255
121	94	80	255
77	56	45	255
56	39	25	255
94	70	50	255
73	55	50	255
72	58	52	255
70	56	46	255
108	87	71	255
131	99	73	255
115	97	82	255
125	91	65	255
130	95	66	255
115	80	52	255
66	45	40	255
104	76	65	255
114	78	50	255
128	95	71	255
86	58	44	255
117	95	76	255
55	40	37	255
127	97	78	255
62	51	39	255
62	44	40	255
90	72	58	255
106	87	77	255
51	38	24	255
73	51	35	255
65	52	38	255
101	72	54	255
59	44	30	255
110	80	58	255
112	96	83	255
58	42	28	255
102	86	77	255
104	72	50	255
87	68	57	255
105	86	73	255
122	94	77	255
88	65	50	255
96	76	61	255
106	78	63	255
85	68	62	255
123	82	57	255
107	76	57	255
119	97	74	255
113	89	66	255
118	99	81	255
64	46	39	255
72	57	50	255
102	77	64	255
66	49	42	255
132	99	73	255
67	46	35	255
102	80	72	255
89	70	55	255
114	98	82	255
86	57	42	255
103	77	65	255
98	78	59	255
92	70	51	255
120	91	70	255
110	90	83	255
97	80	66	255
61	52	44	255
89	73	63	255
63	48	48	255
45	29	14	255
129	99	74	255
113	97	83	255
92	73	59	255
112	95	81	255
99	85	64	255
118	91	75	255
59	46	35	255
112	78	51	255
111	80	58	255
76	48	34	255
95	74	58	255
55	48	42	255
68	51	40	255
106	82	65	255
88	72	59	255
109	74	49	255
77	59	44	255
99	72	55	255
76	61	51	255
40	33	29	255
68	54	48	255
126	90	65	255
107	82	66	255
71	54	44	255
91	76	66	255
134	99	78	255
67	45	32	255
118	99	92	255
74	55	43	255
64	45	37	255
82	54	40	255
105	76	57	255
118	82	62	255
109	87	64	255
114	80	49	255
91	62	44	255
121	99	88	255
108	89	71	255
50	32	21	255
61	48	34	255
103	81	67	255
33	28	28	255
103	76	63	255
75	48	25	255
117	98	88	255
128	97	71	255
86	63	51	255
32	26	26	255
80	63	45	255
82	62	56	255
101	74	54	255
88	68	49	255
75	52	46	255
100	80	73	255
87	70	56	255
62	49	48	255
112	98	83	255
84	57	43	255
50	39	25	255
86	68	54	255
70	49	33	255
54	46	40	255
107	78	56	255
135	99	75	255
37	25	17	255
96	81	68	255
108	83	66	255
120	81	55	255
35	30	26	255
32	17	13	255
67	49	34	255
38	30	22	255
104	82	66	255
115	81	49	255
55	38	26	255
65	49	39	255
49	30	18	255
103	80	64	255
126	96	75	255
67	45	43	255
38	33	30	255
102	82	71	255
58	38	22	255
81	55	40	255
76	49	35	255
124	90	66	255
49	33	26	255
87	64	51	255
95	72	61	255
89	72	55	255
117	97	86	255
122	87	64	255
86	62	49	255
98	80	59	255
123	95	81	255
45	32	26	255
99	78	70	255
91	70	49	255
35	24	21	255
81	63	56	255
45	35	34	255
65	40	26	255
70	56	42	255
98	67	50	255
103	71	51	255
123	88	58	255
40	32	21	255
112	84	71	255
122	86	56	255
106	84	65	255
65	43	34	255
77	61	44	255
90	64	42	255
35	29	24	255
106	87	73	255
114	95	83	255
113	91	76	255
126	92	65	255
77	64	52	255
74	57	42	255
38	29	20	255
102	78	61	255
66	50	39	255
107	84	66	255
104	81	64	255
119	82	55	255
113	94	84	255
105	78	57	255
133	99	76	255
89	71	52	255
34	28	20	255
85	65	50	255
58	38	33	255
88	65	46	255
116	86	65	255
32	28	25	255
103	86	74	255
44	32	18	255
48	34	26	255
35	20	11	255
86	65	51	255
81	59	46	255
99	68	49	255
75	51	38	255
83	62	49	255
76	55	45	255
82	64	56	255
84	59	42	255
112	80	61	255
114	89	78	255
64	46	35	255
75	54	46	255
88	73	56	255
111	89	67	255
113	85	71	255
84	62	50	255
89	62	39	255
115	96	83	255
109	84	71	255
120	83	54	255
107	80	56	255
57	39	33	255
109	86	66	255
75	58	42	255
118	88	63	255
76	46	32	255
114	94	87	255
96	67	51	255
67	51	34	255
32	22	20	255
57	43	28	255
59	39	32	255
118	91	71	255
92	66	56	255
55	40	26	255
50	33	18	255
101	70	48	255
103	82	64	255
88	64	43	255
78	54	37	255
75	45	33	255
110	78	52	255
33	29	25	255
102	84	71	255
61	50	44	255
125	98	82	255
117	82	55	255
124	92	66	255
30	15	7	255
72	48	40	255
97	64	44	255
122	92	71	255
100	86	74	255
101	75	51	255
100	81	70	255
120	98	77	255
111	86	70	255
80	51	33	255
111	88	65	255
111	81	66	255
110	84	68	255
56	37	29	255
94	68	54	255
99	91	89	255
65	42	26	255
98	89	87	255
87	58	44	255
112	86	71	255
107	87	65	255
66	52	38	255
104	83	63	255
90	67	55	255
121	87	57	255
51	34	28	255
113	96	83	255
90	62	51	255
115	83	59	255
29	22	20	255
104	86	71	255
72	44	30	255
35	18	15	255
58	40	32	255
73	49	40	255
91	67	56	255
85	70	57	255
97	68	46	255
122	96	73	255
122	99	80	255
116	91	72	255
100	85	72	255
61	39	24	255
99	70	49	255
94	64	44	255
45	33	24	255
83	64	49	255
127	91	68	255
75	56	45	255
136	99	72	255
84	61	42	255
112	82	61	255
38	25	14	255
66	46	33	255
81	64	54	255
112	85	68	255
125	85	59	255
64	51	42	255
42	32	29	255
110	89	65	255
77	63	54	255
120	85	54	255
122	88	67	255
78	51	34	255
62	45	34	255
54	37	30	255
77	49	32	255
82	58	49	255
107	86	76	255
109	72	49	255
91	63	46	255
32	24	20	255
73	48	37	255
98	76	64	255
126	97	83	255
105	80	67	255
117	99	90	255
104	89	73	255
91	66	54	255
78	56	37	255
116	87	62	255
63	55	46	255
103	87	71	255
30	17	7	255
109	77	52	255
68	48	32	255
114	87	67	255
116	90	70	255
115	92	77	255
117	87	63	255
39	26	24	255
77	57	49	255
75	55	43	255
97	74	56	255
84	68	51	255
74	58	45	255
112	89	70	255
113	86	68	255
111	91	77	255
123	89	66	255
64	50	40	255
56	39	29	255
50	43	35	255
63	46	33	255
96	82	70	255
88	58	37	255
111	94	85	255
67	43	37	255
103	78	58	255
95	71	55	255
92	64	45	255
131	99	77	255
61	46	38	255
94	73	62	255
34	24	25	255
106	91	72	255
101	85	67	255
96	68	48	255
78	50	32	255
111	96	80	255
124	89	67	255
48	34	22	255
80	61	43	255
108	90	83	255
43	28	17	255
118	92	68	255
107	85	74	255
90	72	62	255
101	88	75	255
101	71	45	255
64	39	26	255
75	46	30	255
29	24	20	255
101	72	58	255
104	88	71	255
103	67	44	255
66	57	46	255
72	49	37	255
71	45	30	255
115	88	67	255
85	72	57	255
80	66	52	255
97	70	46	255
33	17	13	255
61	38	32	255
96	76	65	255
83	66	48	255
71	48	38	255
111	87	67	255
124	97	84	255
104	75	62	255
80	52	30	255
118	83	55	255
128	94	68	255
94	66	44	255
104	77	57	255
111	90	75	255
126	91	66	255
125	90	66	255
108	91	77	255
108	86	73	255
122	90	66	255
90	68	52	255
128	99	77	255
76	54	39	255
109	91	78	255
123	90	72	255
96	68	59	255
83	58	42	255
121	89	67	255
37	22	14	255
120	91	74	255
45	29	18	255
73	50	37	255
129	99	78	255
119	89	72	255
111	81	62	255
105	89	66	255
95	68	57	255
108	82	58	255
92	73	63	255
87	67	58	255
82	63	57	255
112	95	85	255
120	94	82	255
104	71	52	255
70	46	35	255
105	85	75	255
114	74	50	255
127	92	65	255
100	70	52	255
113	88	67	255
99	72	59	255
68	54	52	255
87	63	43	255
112	91	70	255
71	54	48	255
99	75	67	255
83	52	37	255
113	89	81	255
108	73	45	255
95	73	54	255
112	77	48	255
109	87	68	255
91	62	48	255
81	52	42	255
106	73	50	255
61	48	38	255
109	90	76	255
109	73	46	255
77	51	42	255
91	72	55	255
107	90	81	255
105	72	46	255
74	51	32	255
102	72	51	255
43	33	25	255
74	54	39	255
42	29	18	255
101	74	58	255
116	89	72	255
72	51	37	255
118	98	89	255
110	82	62	255
133	96	73	255
89	65	42	255
127	96	67	255
39	32	25	255
63	43	34	255
88	71	61	255
116	92	80	255
124	99	83	255
106	81	67	255
75	61	44	255
103	72	52	255
110	85	70	255
61	40	32	255
71	50	38	255
99	71	57	255
117	89	73	255
98	74	59	255
109	81	63	255
83	71	55	255
114	92	85	255
113	88	78	255
128	96	68	255
117	92	81	255
67	49	38	255
51	32	22	255
125	92	66	255
124	95	68	255
94	74	59	255
65	49	43	255
72	59	54	255
67	52	46	255
54	42	29	255
107	91	75	255
51	35	30	255
81	55	44	255
76	56	38	255
96	70	58	255
90	70	52	255
106	73	61	255
44	34	24	255
97	66	40	255
97	83	70	255
104	87	73	255
122	95	74	255
135	98	72	255
121	91	67	255
37	24	14	255
83	63	49	255
52	42	35	255
121	94	74	255
104	73	51	255
101	73	56	255
72	55	39	255
51	40	39	255
72	58	46	255
103	71	49	255
115	90	77	255
56	34	21	255
76	64	55	255
86	58	38	255
113	75	50	255
52	33	21	255
100	72	52	255
62	44	34	255
44	26	18	255
56	44	28	255
97	75	64	255
100	75	59	255
35	29	28	255
73	44	30	255
116	98	90	255
111	92	85	255
87	65	43	255
121	85	61	255
80	57	48	255
38	29	24	255
66	50	43	255
104	81	68	255
94	71	62	255
98	75	65	255
48	32	22	255
108	95	82	255
108	78	52	255
62	48	30	255
92	72	52	255
107	73	43	255
102	88	72	255
112	92	86	255
106	92	80	255
88	65	44	255
76	56	49	255
95	79	75	255
64	50	35	255
43	35	24	255
132	98	72	255
97	66	51	255
44	40	34	255
64	46	33	255
74	56	39	255
102	77	58	255
87	59	37	255
66	42	37	255
70	55	44	255
85	56	35	255
85	73	65	255
64	48	34	255
58	34	22	255
133	98	73	255
105	77	54	255
68	52	42	255
63	45	34	255
99	73	56	255
122	85	58	255
68	55	49	255
116	94	80	255
111	71	45	255
116	97	87	255
85	59	43	255
115	96	87	255
130	94	71	255
99	76	64	255
109	86	70	255
127	97	83	255
81	58	43	255
67	51	38	255
64	37	20	255
102	68	45	255
102	85	75	255
84	58	39	255
68	51	34	255
67	54	46	255
105	85	71	255
120	96	73	255
64	40	28	255
61	50	48	255
125	98	86	255
45	34	17	255
30	15	11	255
88	67	55	255
90	75	59	255
126	90	59	255
118	96	78	255
120	99	81	255
59	35	21	255
121	96	74	255
134	99	72	255
132	96	70	255
101	78	63	255
85	55	33	255
74	56	50	255
99	77	58	255
115	95	84	255
103	81	61	255
103	74	62	255
95	66	52	255
130	98	73	255
33	28	22	255
97	77	63	255
110	87	80	255
117	98	82	255
119	85	58	255
81	54	33	255
113	77	50	255
80	56	40	255
44	28	18	255
75	49	32	255
82	59	43	255
100	77	59	255
128	98	78	255
112	75	48	255
107	90	77	255
122	91	68	255
111	77	55	255
52	38	29	255
80	59	48	255
118	90	73	255
50	37	24	255
78	58	43	255
100	80	67	255
104	86	75	255
119	87	66	255
125	97	84	255
98	66	43	255
61	40	28	255
90	74	57	255
48	40	37	255
32	17	7	255
37	26	24	255
34	33	32	255
75	57	49	255
46	34	28	255
97	71	58	255
66	51	35	255
120	84	59	255
101	82	65	255
29	13	5	255
80	50	35	255
90	61	48	255
87	61	37	255
115	99	86	255
115	82	56	255
94	67	56	255
70	57	44	255
111	88	80	255
100	73	49	255
58	39	29	255
122	87	58	255
106	88	74	255
83	55	33	255
116	99	87	255
80	55	38	255
35	21	7	255
51	37	21	255
45	32	20	255
70	44	35	255
99	78	64	255
98	81	66	255
127	99	83	255
100	77	70	255
64	56	49	255
81	77	73	255
119	91	68	255
96	75	57	255
49	38	29	255
95	77	64	255
117	85	59	255
112	81	58	255
70	49	38	255
105	90	78	255
82	70	55	255
117	88	67	255
109	77	56	255
78	59	49	255
116	90	74	255
77	62	51	255
126	92	59	255
113	91	70	255
45	40	37	255
89	59	45	255
104	74	59	255
56	40	33	255
74	58	49	255
112	89	74	255
96	66	44	255
57	37	26	255
59	40	29	255
64	50	44	255
46	40	38	255
116	86	59	255
67	50	40	255
44	30	17	255
95	71	59	255
82	61	42	255
110	89	80	255
99	82	66	255
39	22	13	255
81	59	40	255
99	85	73	255
109	88	80	255
50	30	24	255
113	99	87	255
113	82	57	255
118	92	72	255
82	64	50	255
64	39	30	255
113	85	65	255
95	76	62	255
67	55	43	255
131	95	66	255
74	52	44	255
50	35	33	255
